username,full_text,label
_seoulrabaya,Guna mendukung IKN menjadi kota hijau dan berkelanjutsn Direktur Utama PT PLN (Persero) memastikan penggunaan energi hijau ramah lingkungan berbasis PLTS di IKN 100% pd Agustus 2024. ___ Ronaldo Mega Basah #TimnasDay #ViralVideo Gunung Kiky Wilda https://t.co/Y6VgQultpl,Positif
maryam_gorreti5,@aminun40 Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki semangat dan tekad yang kuat untuk memajukan Indonesia,Positif
KucingKampungD,@JerseyLigina Nusantara United ini tim dari homebase IKN mint?,Netral
AliAmin31984360,@adri_7i ngapain ente urus dki...mikir noh utk rakyat se Indonesia... UKT TAPERA ASURANSI KENDARAAN... IKN.. bakalan mangkrak..prabowo cuma kasih jatah 16 T/tahun..kok bukan 58T ya sebel kali liat tingkah laku 58% siap siap nelan batu,Negatif
NMiskanto86536,@pramudyasetya99 @akbarfaizal68 Setuju ...harus diapresiasi bang ..terkait membawa influencer ke IKN memang salah satu trik marketing hehehe...semoga biaya ditanggung sendiri gak pakai uang negara....,Positif
FerryHiday14953,@RagilSemar Yg pening lbh tepatnya yg nonton IKN dah jadi. Wkwkwk,Positif
banget_siska,Komitmen Prabowo-Gibran lanjutkan pembangunan IKN Nusantara https://t.co/fGYjRBlmSM,Netral
DitriRizki_D3,@ethadisaputra Mana video raja Juli minum air langsung dari keran di IKN? Katanya airnya sudah layak minum ngibul terus kah? Ng apa2 kebohongan &amp; kesenangan menyengsarakan rakyat akan dibalas dg azab Allah pedih dunia akhirat Ø¢ÙÙÙÙÙ ÙÙØ§ Ø±ÙØ,Positif
jari_droid,Ini baru benar... IKN utk rakyat... Bandara IKN Tak Lagi Berstatus VVIP Bakal Dioperasikan untuk Umum https://t.co/cXDOywMgbG,Positif
AAntakawulan,Menteri Perhubungan Budi Karya Sumadi mengatakan kereta tanpa rel atau Autonomous Rail Rapid Transit (ART) akan diuji coba pada 5 Agustus 2024 di Ibu Kota Nusantara (IKN) Penajam Paser Utara Kalimantan Timur. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 https://t.co/UBE7W3pSG0,Positif
AAntakawulan,Menteri Perhubungan Budi Karya Sumadi mengatakan kereta tanpa rel atau Autonomous Rail Rapid Transit (ART) akan diuji coba pada 5 Agustus 2024 di Ibu Kota Nusantara (IKN) Penajam Paser Utara Kalimantan Timur. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 https://t.co/gpwbdaCzMK,Positif
BatiniBea,Menteri Perhubungan Budi Karya Sumadi mengatakan kereta tanpa rel atau Autonomous Rail Rapid Transit (ART) akan diuji coba pada 5 Agustus 2024 di Ibu Kota Nusantara (IKN) Penajam Paser Utara Kalimantan Timur. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 https://t.co/nSq5Hp9kjc,Positif
BatiniBea,Menteri Perhubungan Budi Karya Sumadi mengatakan kereta tanpa rel atau Autonomous Rail Rapid Transit (ART) akan diuji coba pada 5 Agustus 2024 di Ibu Kota Nusantara (IKN) Penajam Paser Utara Kalimantan Timur. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 https://t.co/UTbaARfznj,Positif
bekilapan,@DoankWarto Mungkin minta jatah rumah gratis di IKN,Positif
posaktualcom,Setelah Influencer Jokowi Undang 500 Relawan Projo ke IKN Pekan Depan https://t.co/CcDpW0Be4E https://t.co/CcDpW0Be4E,Netral
boyan,Foto2 pak pres di IKN kok mirip foto di show unit apartemen di kantor pengembang :D,Netral
wahaidiriku,@DoankWarto Mau bawa 1000 relawan jg investor gk bKal datanv dan IKN ttp sepi. Itu jokowi ketakutan tinggal sendiri di IKN makanya bawa bolo wkwkwkwkwk,Negatif
ErwinRockerkids,@satriohendri Yang banggain IKN padahal gak pernah ke IKN suruh kesono gak ada yg mau kaum 58 IQ monyet padahal biar ngurang2in orang tolol di jakarta dibilang mangkrak pada ngamuk disuruh tinggal disono diem ja kaya orang dongo,Positif
gaplek_pol,@jokowi Sedih melihat aset negara di proyek IKN nanti mangkrak. Penuh lumpur kebohongan harus diselamatkan -Bct,Negatif
IamTotoPing,@mas_veel Udh dpt proyek ikn blum tong? Lah ikn udh mau selesai lo blum jg d kasih proyek? Kasian bnget lo tong ï¸,Positif
Syaiful12182089,@NenkMonica @grace_nat gerombolan ini akan pindah ke ikn awal Agustus membuktikan Gemerlap ikn bisa di huni,Positif
tiyongi,Bagusan di ikn ah,Positif
sunot54714,@Boediantar4 Dengan IKN Mari kita putus mata rantai INLANDER = https://t.co/6avVhF0FAj,Netral
m1zon3,Kereta Otonom atau Autonomous Rail TransitÂ (ART) beroperasi dengan baik sebagai transportasi massal yang ramah lingkungan di IKN. Kereta Otonom dinilai lebih efisien karna bisa lebih banyk membawa penumpang dan juga murah Gaji 2-3 Mbappe Paes Tel Avev Hasto Jessica Wongso My BCA https://t.co/d9abMLzJVM,Positif
embah72,Pandangan 12 negara asing tentang IKN... https://t.co/poyrYWgZWD,Negatif
yezaq,@cakimiNOW Lambe mu cil kancil kemarin potong tumpeng di ikn terus hina2 ikn eh kmrin puja puji ikn. Udahlah min gak usah gitu2 kali,Netral
Ryan_Al_Faqir,@Muslim_AntiPKI9 Biar lengkap ini link aslinya upacara di Halmahera bukan di IKN Benci boleh kritis boleh tapi jangan Goblok ikut sebar Hoax https://t.co/AYHtE24Poa,Positif
LeonardoTomp23,Gelar apel siaga PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan yang digelar di Kawasan Inti Pusat Pemerintahan Ibu Kota Nusantara (IKN) ini dipimpin langsung oleh Direktur Utama PLN Darmawan Prasodjo. https://t.co/eD18y2AKQk,Positif
RabiatulMunawa6,@sudahtidurrr_ @reinyourheart_x @uzniversity Dikaji para akademisi dan profesional??? noh kurikulum bergantiÂ² mulu pdhal udah dikaji oleh para akademisi dan profesional. JgnÂ² nanti IKN bakal gitu juga capek percaya ama pemerintah,Negatif
joyfanra2,@Muslim_AntiPKI9 Bukan video IKN ini. Sebaiknya dihapus sj.,Netral
KantahKabMubar,*Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN)* Siaran Pers 33/SP/VIII/BH/2024 Sabtu 17 Agustus 2024 *Wamen ATR/Waka BPN Ikuti Upacara Kemerdekaan di IKN Mengenakan Baju Adat Betawi* https://t.co/RMN9d3nM3R,Netral
hobbydrama,Jessica wongso bebas Dokter yg dibully bundir Penampakan 9 naga di ikn apalagi bentar lagi? Kek gak ada yg bener?,Negatif
penegakletoy,@Luthvy_02 @SoftWarNews jadi jangan bacot doang gede buat kompor apalagi negara orang lu urusin.. Presiden kita noh kmrn keujanan di IKN,Netral
rinakania,Saya gak biasa Pak. Maaf ini termasuk merendahkan bapak sbg Sultan yg jabatan-nya lebih tinggi Dr presiden di Kutai atau IKN,Negatif
IziIzi624083,karena di IKN masih banyak sisa pohon2 yg dipotong tersimpan. Mahluk2 halus makluk halus masih sakit hati pd negara rumahnya di brantas habis mahluk halus aja sdh komplain apa lagi rakyat indonesia ..itu digerakan setan paskibraka itu langkah salah seharusnya berlawanan.,Negatif
nasibusuq,@msaid_didu Sarimin IKN...dalang proses begal parte2 hrs sukses ..smp sblm lengser oktober kuasai partey..ketum ..usahakan keluarganya semua..anak bojo..mantu..mebdadak kerum semua biar DPR jd..Dinasti Penjahatnya Republik..@.Konoha,Negatif
ujuveveve_,Ikn pembangunan jangka panjang,Netral
CeciliaSuwanda1,@duniabulat5 @geloraco @patria_tia Padahal dulu jadi bahan Olok2 . IKN agak laen âï¸ https://t.co/tsA4w6ikic,Negatif
DIWARMAN2,@xquitavee @jokowi Fakta : IKN dibangun untuk tempat pejabat-pejabat bukan untuk rakyat,Netral
AlexandraNg1991,@worksfess Kerja di IKN (kalau lolos) kamu akan jadi salah satu pelopor di ibu kota baru nder. Opportunity akan banyak. Bersamaan dengan berkembangnya IKN sarana dan prasarana akan berkembang juga. Kesempatan kerja bisnis etc akan berkembang juga. 10 tahu,Positif
ethper,@cocomeloone @y_yttaa @endmytears @inge_august Upacara di ikn is freaking hedonisme. Dan lo berharap apa? Kita suka? 87 M anjir perhari 20 juta sehari cmn buat Alphard. Disaat kasus korupsi masih dimana mana. Gak jelas penyelesaiannya. Kasus org mati kela,Negatif
detik_properti,Menerka Kelanjutan Pembangunan IKN Setelah Perayaan HUT RI ke-79 https://t.co/XoFCiFkOzG,Netral
RayapRadikal,@dhemit_is_back DKI 1 masih jadi rebutan tp IKN 1 sepi2 saja,Netral
tuankuciing,Ya Allah... Boleh ga g3mp4 m3g4thrust nya di gedung dpr sama ikn aja? Biar petinggi2 m4t1 semua,Netral
AHarinatha85,Ini wujud komitmen PLN untuk mendukung konsep Forest City IKN yang 100 persen menggunakan ekosistem energi ramah lingkungan. Menuju Nusantara Baru Indonesia Maju.,Positif
BagusRai85,Ini wujud komitmen PLN untuk mendukung konsep Forest City IKN yang 100 persen menggunakan ekosistem energi ramah lingkungan. Menuju Nusantara Baru Indonesia Maju.,Positif
BagusRai85,Tahukah kamu listrik yang digunakan untuk menyuplai IKN termasuk SPKLU ini 100 persen bersumber dari energi baru terbarukan loh yaitu Pembangkit Listrik Tenaga Surya IKN dengan berkapasitas 10 Megawatt.,Positif
acesnancys,@pengabdirakyat @sisthaaaaa mahalan bangun ikn dan hambur duit buat 17-an di ikn kemarin sih âï¸,Negatif
fahrizs_15,@syaikhu_ahmad Baru kalo ini saya liat mayoritas partai dukung 1 calon ada apa dengan jkt? Kok ga ada yg rebutan jd cagub ikn aja,Negatif
Adra_silent,Di IKN susah air bersih Jadi tak perlu mandilah untuk mengusir nyamuk2 yg nakal https://t.co/Ml2BRd966v,Negatif
byarr_byurr,@Kecoa_Hiphop Piknik dpan ikn,Netral
latarterkemban4,AJI Indonesia Kecam Polisi Intimidasi Jurnalis saat Liput Aksi Indonesia Is Not For Sale di Kawasan IKN - Cover Both Side https://t.co/iG0GEhNTEG #HUT79RIIKNSukses ? #KawalPutusanMK,Positif
telornetas,@kukuroku1 @rizki_perdana77 @salam4jari ikn nya jg,Netral
balcazaurusss,@BosPurwa Kan ibukota udah ikn -_-,Netral
xeges16,ikn ini Â±4 jam dari balikpapan 2 jam kalo motong pake speedboat dari teluk jauh mana mana not somewhere you normally go across or drop by,Positif
tempodotco,Forest Watch: IKN Menggusur Masyarakat Adat dan Merusak Lingkungan Hutan Mangrove Dibabat https://t.co/TMtPBWTw6W #TempoBisnis,Netral
kompascom,Investor yang menanamkan modalnya di Ibu Kota Nusantara (IKN) kini bisa langsung mendapatkan izn Hak Guna Bangunan (HGB) hingga 80 tahun. https://t.co/EZCZM8btdm,Netral
vizharra,@O5Bravo Kalo pake standar worldbank yg baru 40% orang Indonesia miskin. Jadi ikn itu ga penting mending kurangin ngayal mu itu sana kerja bayar pajak minimal 100 juta per bulan baru kamu dukung ikn. https://t.co/4IJDls9QAi,Negatif
Beritasatu,Indonesia Tawarkan Mesir Bangun Konektivitas 5G di IKN https://t.co/InQ9cBbsGQ #beritasatu #news #berita,Positif
jagorawi,@SutanSi27405740 @BosPurwa 2 bulan IKN seperti Jakarta .,Netral
yusupbanjar,@kegblgnunfaedh Sita aset nya untuk IKN,Netral
ChubLoverJkt,@masbrmntyo Untuk saat ini bayar Pajak aja ga cukup krna kita harus membiayai Pembangunan IKN dan memfasilitasi ASNÂ² dan para menteri yg akan pindah ke IKN... Makanya semua di tindas apa lagi skrng Tarif KRL mau naik mengikuti NIK atau dari pendapatan ti,Positif
ida_aslina,@mihrabku @jokowi @aniesbaswedan Yang sy khawatirkan jika hatinya dikunci akhirnya membatu krn penyakit fisik biasanya tjd krn psikisnya terganggu. Adakah yg melihat wajah mulyono saat 17 an di IKN? bibirnya tdk proposional satu sisi turun ke bawah dan sk,Negatif
tribunkaltim,Kawasan IKN Kaltim Dibayangi Risiko Banjir dan Longsor Akibat Curah Hujan Tinggi Penjelasan BMKG https://t.co/IN2be2ESD1 lewat @tribunkaltim,Negatif
Buya_Pree_,Demi IKN?,Netral
nusanjaya01,@Naandaa27 Slh jurusan hrsnya melamar cagub di IKN Indonesia biar cpt berkembang ..,Negatif
conandoylenat,@Hilmi28 Bang jadi PKS sekarang dukung IKN yak? Wkwkwkwk,Positif
SastroMbil32824,@tifsembiring @msaid_didu Dengan berjalannya waktu mungkin ke depannya Pks juga menyanjung jokowi dgn infrastruktur nya WALAUPUN amburadul termasuk IKN,Netral
theopils,@tempodotco Siapa tahu lagi plesiran di ikn?,Netral
kda_uptgresik,Hari ini #MiminKita Kali ini informasinya dari proyek Gedung Kementerian Koordinator 3 &amp; 4 yang kemarin difungsikan sebagai holding room untuk tamu VIP dan juga crew pada pelaksanaan Upacara HUT ke-79 RI di IKN. #KemenkoKaryaKita https://t.co/N144qCKjo7,Netral
terindukan,Pembangunan port &amp; community center oleh BSBK IKN Nusantara semakin siap. #Minat Investor di IKN Nusantara #IKNKotaModern https://t.co/YvQIcCRIoL,Positif
ekarinayo,IKN Nusantara tumbuh pesat dengan investasi BSBK di port &amp; community center. #Minat Investor di IKN Nusantara #IKNKotaModern https://t.co/lrg2471R5v,Negatif
Melvindiazza,BSBK hadirkan infrastruktur penting di IKN Nusantara dorong pertumbuhan ekonomi. #Minat Investor di IKN Nusantara #IKNKotaModern https://t.co/DuboBjXwFD,Positif
nsingnings,BSBK bangun infrastruktur penting di IKN wujudkan masa depan Nusantara. #Minat Investor di IKN Nusantara #IKNKotaModern https://t.co/loqABT198f,Positif
Jojobetako2,@g4b0ng0ku73 Bangun negeri menuju kebangkrutan pastinya..lah bentar lagi pertalite akan dijatah ..lalu bagaimana dampaknya buat rakyat miskin yg tak punya Hp tp harus daftar utk bisa dapet pertalite..mengerikan akibat salah urus negeri ini yg demi mewujud,Negatif
JELAS_SEKALI,Istana negara berbau kolonial Belanda tp @jokowi betah 10 thn dan malah berusaha tambah 1 periode. Istana IKN berbau kolonial sipit dan @jokowi bikin susah rakyat. Lalu kebohongan apalagi yang engkau utarakan,Positif
_rakjatdjelata,@beautydyah @RomitsuT lu aja pindah sono ke ikn,Netral
Megumyy9,@UnasGus75536 @LecHa717 @DokterTifa waduh banyak yang nyiyir juga ya. faktanya banyak tanah warga diambil secara ilegal untuk pembangunan ikn. masyarakat adat terkena dampaknya tanahnya diambil paksa. belum lagi soal permasalahan lingkungan hijau which is,Negatif
alesyakoala,@kegblgnunfaedh yang invest di ikn,Netral
runnychan,Lebih terharu lihat yg ini daripada lihat IKN. ð®ð©ï¸ðµð¸,Positif
mkjjtims,ani ani siapa si yang di undang dateng ke ikn kemarin?,Netral
AwaYaAwa20670,@merdekadotcom Kalo anda juga benci kata KOLONIAL anda tinggal aja di IKN sampai akhir hayat. Kapan dimulainya Pung???,Negatif
a_daud_ppnp,Penampakan 9 naga di IKN https://t.co/jAiaJN2DbS,Netral
desnajpeg,gw benci banget ama IKN sumpah,Negatif
DippoKill,@LecHa717 @DokterTifa Dibangun pake hutang dikala tdk punya duit. Dan bangun IKN tersandera hutangnya 190 tahun. KAU WARAS ?? kereta cepat kami protes bagi bagi bansos kami protes bangun IKN kami protes kau gak ada protes pdhl itu yg byr hutangnya seluruh,Positif
XNATABIEX,Kakak gue tbtb ngajak liat ikn anjir tiket pesawat ke kalimatan mahal katanya kita nginep dirumah sodara aja,Negatif
Nayaka_Sofii,@alisyarief Saya jawab Iya krn martabat bangsa adlh kehormatan Rakyatnya di mata Dunia dg Didirikannya IKN Indonesia mempunyai visi pemerataan pembagunan Bukan Java Centris Investor gampang masuk bisa m3nyerapntenaga kerja lewat proyek padat karya. Kita h,Positif
ay_prakasa2225,@el_sulfat @RomitsuT @beautydyah Konteksnya IKN tapi melipir ke persoalan Pilpres. Memang benar jika buzzerp sampah' itu minim literasi. Masih saja mudah diperdaya dan di TOLOL TOLOLIN rezim rupanya https://t.co/rW0KkgmfFr,Positif
ComBuana,@geloraco Setelah Upacara IKN akan sunyi karena semua tidak mau tinggal di sana termasuk paduka yang mulia memilih Solo bukan IKN.akan menjadi Candi monumen Hutang tuk di ingat anak cucu.,Netral
shda_agatha_,UjungÂ² nya selain mendiskreditkan pemerintah juga propaganda kebencian anti China digoreng lagi deh.. Muncul isu 9 cacing kremi pemilik IKN.. Penguasa sesungguhnya IKN. Capek deh ..,Negatif
kumparan,Para taipan itu juga terlihat mengobrol soal proyek-proyek di IKN. Dari hotel hingga minimarket. Di sisi lain Jokowi baru saja bentuk Badan Gizi Nasional. #bisnisupdate #update #bisnis #text https://t.co/yj77J6u2ku,Negatif
fwuruya,Asal u bukan warga lokal ikn ya bakal diundang sih wkwkwkwkkk,Positif
krmco_,#Upacara HUT Ke-79 RI di #ikn https://t.co/x3VRsLqzkT,Netral
kya40697200,@Aryprasetyo85 Kenapa tdk nyagub di Kaltim sekalian bukannya presiden akan berkantor di IKN.,Netral
_ttypokei,Bener udaah ke ikn aja anomalinha masi bisa lu atur jd bisa kaya singapur ngapain sibrepot2 k jkt yang org2ny gabjsa diatur,Positif
dapkhne,@tanyarlfes yang hamilin genderuwo ikn,Positif
VirgoNunnaa,@CNNIndonesia TUNGGU INI ITU SAMPAI PENSIUN NGGAK JADI2 PINDAHNYA SANG ANAK YG WAPRES SAJA TIDAK MAU KE IKN,Netral
aitneserk,@cung_alberto Lebih jauh ke IKN gasih,Netral
OntynyaRuHu,Gua baru sadar ini kemarin beneran IKN aslinya bukan jawaban klo pemerintahan msh badjingan makin ga tersentuh klo pemerintahan isinya rezim dan semua bakal pindah ke IKN,Positif
Saharud65305790,@NenkMonica mungkin putri ibu emang terbiasa gak mandi seluruh tamu yg ada di ikn tdk ada yg mengeluh soal air. kalo besok ke ikn nanti sy bawakan air 1 tandon khusus buat mandi putri ibu,Positif
oshinara30,Terbaik PLN! Demi kelancaran perayaan HUT RI ke-79 Direktur Utama PLN Darmawan Prasodjo turun langsung mengecek keandalan kelistrikan di IKN dan memimpin Apel Siaga. #PLNuntukIndonesia https://t.co/u4qHWk8stR,Positif
VirgoNunnaa,@RicKY_KCh @PDemokrat LEBIH BURUK MANA DULU MENILAI JELEK IKN PAS DAPAT TULANG MEMUJI IKN DIMANA HARGA DIRI BOSSKU!!!!,Negatif
indahchantika97,Hebat PLN! Direktur Utama PLN Darmawan Prasodjo memimpin pengecekan langsung keandalan infrastruktur kelistrikan di IKN untuk mendukung kelancaran upacara HUT RI ke-79. Apel Siaga digelar untuk kesiapan pada 17 Agustus 2024. #PLNuntukIndonesia https://t.co/APsRfLRO1c,Positif
raenovaldy_,@kumparan kann ibu kota negara nya pindah ke IKN... harusnya jadi cagub nusantara kang...,Netral
BattoAjax,Hati2 Dia blom MANDI sejak dari IKN https://t.co/qAWQ4tz44R,Netral
thecurvykat,@tanyarlfes Stroller 30juta itu bisa terbang ke IKN sendiri kah?,Positif
Dianrmdhni20,Keren sekali PLN! Dalam rangka HUT RI ke-79 Direktur Utama PLN Darmawan Prasodjo melakukan pengecekan keandalan kelistrikan di IKN dan memimpin Apel Siaga untuk memastikan upacara 17 Agustus 2024 berjalan lancar. #PLNuntukIndonesia https://t.co/EdI4rEBMrw,Positif
syueb2011,@FPKSDPRRI @hnurwahid Ustadz coba deh bicara dengan @bang_dasco . Dia masih beranggapan bahwa @officialMKRI tidak adil Bukannya kita menganut Trias Politica? Ada kewenangan masing-masing lembaga Jangan sampai @bang_dasco menilai Allah tidak adil karena IK,Negatif
nrosiawati,@orideos @tvOneNews Lebih cocok jadi gubernur IKN tuh yang katanya 2 bulan lagi kaya Jakarta btw udah berapa bulan sekarang? Udah kaya jakarta belum??,Positif
chantika3020,Luar biasa PLN! Demi kelancaran upacara HUT RI ke-79 Direktur Utama PLN Darmawan Prasodjo turun langsung memastikan keandalan kelistrikan di IKN dan memimpin Apel Siaga. #PLNuntukIndonesia https://t.co/nXx19xIID6,Positif
byfildzah,@FuzaFirdaus beneran nanya yg dikalimantan setuju dengan pembangunan IKN itu banyakan mana dgn yg ga setuju?,Positif
RWati65,@NenkMonica @ridwankamil Ridwan Kamil berhalusinasi IKN seperti Jakarta pada bln Agustus ini 2024 wkwkwk tgl 10 Agustus saja STOP IKN KATA KANG JOKO https://t.co/Ie5msVZZvM,Positif
kuyakmanist,@Dennysiregar7 Mungkin pak Jokowi bisa jadi contoh yg baik dgn mengambil jatah rumah pensiun di IKN,Positif
SuyadiPatmo,Rezim Komunis Merusak Tatanan Negara dan Lingkungan Kaltim Lagi Krisis Air Greenpeace Indonesia Minta Pembangunan IKN Dihentikan https://t.co/qSp4GYxbm8,Negatif
Ghurem2,Ngintip IKN yuk ... Kan bentar lagi buat upacara 17 Agustus 2024 kan... Apakah sudah siap ? https://t.co/ljVPWsFLJo,Positif
democrazymedia,Setara Institute: Investor IKN Lebih Butuh Kepastian HAM dan Antikorupsi Ketimbang Obral HGU dan HGB! https://t.co/BYz4vil7ol,Positif
SamadSyahr42982,@abu_waras Biasa janji! dulu janji pak Joko akan : â Menciptakan 10 juta lapangan kerja â Tidak akan menaikan listrik &amp; bbm â Tidak ada ImporÂ²an â Dll Dirasa penurunan Rp15.000 jadi Rp7.500 untuk penghematan dana kan IKN berlanjut...,Positif
NurilHiLma2022,dorong2 kursi roda ngemil coklat krn shubuh2 gk mkn Dali pegi menyala jokowi jennifer awkarin ojol kamari dali dingin kaesang spanyol israel NU trump UHT IKN,Negatif
tribunkaltim,Taksi Terbang IKN Uji Coba di Samarinda Mulai 29 Juli Daya Angkut 100 Kg Kecepatan 200 Km per Jam #TribunKaltim #IKN #TaksiTerbang #SkyTaxi #IbuKotaNusantara https://t.co/WV1zwnGTzy lewat @tribunnews,Netral
